task,src_hour,tgt_hour,start_hour,expected_hours,steered_expected_hours,prompt,baseline_pred,steered_pred,baseline_correct,steered_correct
current_time,6PM,4AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,5AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Alex asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,6AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Sam asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,7AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,8AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,9AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,10AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Alex asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,11AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Sam asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,12PM,,,,"You glance at the clock and find it is 6:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",6PM,,True,False
current_time,6PM,1PM,,,,"You glance at the clock and find it is 6:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",6PM,,True,False
current_time,6PM,2PM,,,,"You glance at the clock and find it is 6:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,3PM,,,,"You glance at the clock and find it is 6:00PM. Your friend Alex asks you for the time, and you respond, saying it is",6PM,,True,False
current_time,6PM,4PM,,,,"You glance at the clock and find it is 6:00PM. Your friend Sam asks you for the time, and you respond, saying it is",6PM,,True,False
current_time,6PM,5PM,,,,"You glance at the clock and find it is 6:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",6PM,,True,False
current_time,6PM,7PM,,,,"You glance at the clock and find it is 6:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",6PM,,True,False
current_time,6PM,8PM,,,,"You glance at the clock and find it is 6:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,6PM,9PM,,,,"You glance at the clock and find it is 6:00PM. Your friend Alex asks you for the time, and you respond, saying it is",6PM,,True,False
current_time,6PM,10PM,,,,"You glance at the clock and find it is 6:00PM. Your friend Sam asks you for the time, and you respond, saying it is",6PM,,True,False
current_time,6PM,11PM,,,,"You glance at the clock and find it is 6:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",6PM,,True,False
current_time,6PM,12AM,,,,"You glance at the clock and find it is 6:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",6PM,6PM,True,False
current_time,7PM,1AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,2AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Alex asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,3AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Sam asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,4AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,5AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,6AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,7AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Alex asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,8AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Sam asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,9AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,10AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,11AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,12PM,,,,"You glance at the clock and find it is 7:00PM. Your friend Alex asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,1PM,,,,"You glance at the clock and find it is 7:00PM. Your friend Sam asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,2PM,,,,"You glance at the clock and find it is 7:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,3PM,,,,"You glance at the clock and find it is 7:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,4PM,,,,"You glance at the clock and find it is 7:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,5PM,,,,"You glance at the clock and find it is 7:00PM. Your friend Alex asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,6PM,,,,"You glance at the clock and find it is 7:00PM. Your friend Sam asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,8PM,,,,"You glance at the clock and find it is 7:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,9PM,,,,"You glance at the clock and find it is 7:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,10PM,,,,"You glance at the clock and find it is 7:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,11PM,,,,"You glance at the clock and find it is 7:00PM. Your friend Alex asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,7PM,12AM,,,,"You glance at the clock and find it is 7:00PM. Your friend Sam asks you for the time, and you respond, saying it is",7PM,7PM,True,False
current_time,8PM,1AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,8PM,2AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,8PM,3AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,8PM,4AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Alex asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,8PM,5AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Sam asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,8PM,6AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,8PM,7AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,8PM,8AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,8PM,9AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Alex asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,8PM,10AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Sam asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,8PM,11AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,8PM,12PM,,,,"You glance at the clock and find it is 8:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",8PM,,True,False
current_time,8PM,1PM,,,,"You glance at the clock and find it is 8:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",8PM,,True,False
current_time,8PM,2PM,,,,"You glance at the clock and find it is 8:00PM. Your friend Alex asks you for the time, and you respond, saying it is",8PM,,True,False
current_time,8PM,3PM,,,,"You glance at the clock and find it is 8:00PM. Your friend Sam asks you for the time, and you respond, saying it is",8PM,,True,False
current_time,8PM,4PM,,,,"You glance at the clock and find it is 8:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",8PM,,True,False
current_time,8PM,5PM,,,,"You glance at the clock and find it is 8:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",8PM,,True,False
current_time,8PM,6PM,,,,"You glance at the clock and find it is 8:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",8PM,,True,False
current_time,8PM,7PM,,,,"You glance at the clock and find it is 8:00PM. Your friend Alex asks you for the time, and you respond, saying it is",8PM,,True,False
current_time,8PM,9PM,,,,"You glance at the clock and find it is 8:00PM. Your friend Sam asks you for the time, and you respond, saying it is",8PM,,True,False
current_time,8PM,10PM,,,,"You glance at the clock and find it is 8:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",8PM,,True,False
current_time,8PM,11PM,,,,"You glance at the clock and find it is 8:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",8PM,,True,False
current_time,8PM,12AM,,,,"You glance at the clock and find it is 8:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",8PM,8PM,True,False
current_time,9PM,1AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Alex asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,2AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Sam asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,3AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,4AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,5AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,6AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Alex asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,7AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Sam asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,8AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,9AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,10AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,11AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Alex asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,12PM,,,,"You glance at the clock and find it is 9:00PM. Your friend Sam asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,1PM,,,,"You glance at the clock and find it is 9:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,2PM,,,,"You glance at the clock and find it is 9:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,3PM,,,,"You glance at the clock and find it is 9:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,4PM,,,,"You glance at the clock and find it is 9:00PM. Your friend Alex asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,5PM,,,,"You glance at the clock and find it is 9:00PM. Your friend Sam asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,6PM,,,,"You glance at the clock and find it is 9:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,7PM,,,,"You glance at the clock and find it is 9:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,8PM,,,,"You glance at the clock and find it is 9:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,10PM,,,,"You glance at the clock and find it is 9:00PM. Your friend Alex asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,11PM,,,,"You glance at the clock and find it is 9:00PM. Your friend Sam asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,9PM,12AM,,,,"You glance at the clock and find it is 9:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",9PM,9PM,True,False
current_time,10PM,1AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,2AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",10PM,10PM,True,False
current_time,10PM,3AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Alex asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,4AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Sam asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,5AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,6AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,7AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",10PM,10PM,True,False
current_time,10PM,8AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Alex asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,9AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Sam asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,10AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,11AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,12PM,,,,"You glance at the clock and find it is 10:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",10PM,,True,False
current_time,10PM,1PM,,,,"You glance at the clock and find it is 10:00PM. Your friend Alex asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,2PM,,,,"You glance at the clock and find it is 10:00PM. Your friend Sam asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,3PM,,,,"You glance at the clock and find it is 10:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,4PM,,,,"You glance at the clock and find it is 10:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,5PM,,,,"You glance at the clock and find it is 10:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",10PM,,True,False
current_time,10PM,6PM,,,,"You glance at the clock and find it is 10:00PM. Your friend Alex asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,7PM,,,,"You glance at the clock and find it is 10:00PM. Your friend Sam asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,8PM,,,,"You glance at the clock and find it is 10:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,9PM,,,,"You glance at the clock and find it is 10:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,10PM,11PM,,,,"You glance at the clock and find it is 10:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",10PM,,True,False
current_time,10PM,12AM,,,,"You glance at the clock and find it is 10:00PM. Your friend Alex asks you for the time, and you respond, saying it is",,,False,False
current_time,11PM,1AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Sam asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,2AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,3AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,4AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,5AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Alex asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,6AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Sam asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,7AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,8AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,9AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,10AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Alex asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,11AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Sam asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,12PM,,,,"You glance at the clock and find it is 11:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,1PM,,,,"You glance at the clock and find it is 11:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,2PM,,,,"You glance at the clock and find it is 11:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,3PM,,,,"You glance at the clock and find it is 11:00PM. Your friend Alex asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,4PM,,,,"You glance at the clock and find it is 11:00PM. Your friend Sam asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,5PM,,,,"You glance at the clock and find it is 11:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,6PM,,,,"You glance at the clock and find it is 11:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,7PM,,,,"You glance at the clock and find it is 11:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,8PM,,,,"You glance at the clock and find it is 11:00PM. Your friend Alex asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,9PM,,,,"You glance at the clock and find it is 11:00PM. Your friend Sam asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,10PM,,,,"You glance at the clock and find it is 11:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,11PM,12AM,,,,"You glance at the clock and find it is 11:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",11PM,11PM,True,False
current_time,12AM,1AM,,,,"You glance at the clock and find it is 12:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,2AM,,,,"You glance at the clock and find it is 12:00AM. Your friend Alex asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,3AM,,,,"You glance at the clock and find it is 12:00AM. Your friend Sam asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,4AM,,,,"You glance at the clock and find it is 12:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,5AM,,,,"You glance at the clock and find it is 12:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,6AM,,,,"You glance at the clock and find it is 12:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,7AM,,,,"You glance at the clock and find it is 12:00AM. Your friend Alex asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,8AM,,,,"You glance at the clock and find it is 12:00AM. Your friend Sam asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,9AM,,,,"You glance at the clock and find it is 12:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,10AM,,,,"You glance at the clock and find it is 12:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,11AM,,,,"You glance at the clock and find it is 12:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,12PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Alex asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,1PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Sam asks you for the time, and you respond, saying it is",,12AM,False,False
current_time,12AM,2PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,3PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,4PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,5PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Alex asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,6PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Sam asks you for the time, and you respond, saying it is",,12AM,False,False
current_time,12AM,7PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,8PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,9PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,10PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Alex asks you for the time, and you respond, saying it is",,,False,False
current_time,12AM,11PM,,,,"You glance at the clock and find it is 12:00AM. Your friend Sam asks you for the time, and you respond, saying it is",,12AM,False,False
elapsed_time,1AM,2AM,12AM,1.0,2.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 12:00AM, the amount of hours that has passed is",1,1,True,False
elapsed_time,1AM,2AM,11PM,2.0,3.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 11:00PM, the amount of hours that has passed is",2,2,True,False
elapsed_time,1AM,2AM,10PM,3.0,4.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 10:00PM, the amount of hours that has passed is",3,3,True,False
elapsed_time,1AM,2AM,9PM,4.0,5.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 9:00PM, the amount of hours that has passed is",4,4,True,False
elapsed_time,1AM,2AM,8PM,5.0,6.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 8:00PM, the amount of hours that has passed is",5,5,True,False
elapsed_time,1AM,2AM,7PM,6.0,7.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 7:00PM, the amount of hours that has passed is",6,6,True,False
elapsed_time,1AM,2AM,6PM,7.0,8.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 6:00PM, the amount of hours that has passed is",7,7,True,False
elapsed_time,1AM,2AM,5PM,8.0,9.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 5:00PM, the amount of hours that has passed is",8,8,True,False
elapsed_time,1AM,2AM,4PM,9.0,10.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 4:00PM, the amount of hours that has passed is",9,9,True,False
elapsed_time,1AM,2AM,3PM,10.0,11.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 3:00PM, the amount of hours that has passed is",10,10,True,False
elapsed_time,1AM,2AM,2PM,11.0,12.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 2:00PM, the amount of hours that has passed is",11,11,True,False
elapsed_time,1AM,2AM,1PM,12.0,13.0,"You check your phone, and see that the current time is 1:00AM. You realize that, since 1:00PM, the amount of hours that has passed is",12,12,True,False
elapsed_time,2AM,3AM,1AM,1.0,2.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 1:00AM, the amount of hours that has passed is",1,1,True,False
elapsed_time,2AM,3AM,12AM,2.0,3.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 12:00AM, the amount of hours that has passed is",2,2,True,False
elapsed_time,2AM,3AM,11PM,3.0,4.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 11:00PM, the amount of hours that has passed is",3,3,True,False
elapsed_time,2AM,3AM,10PM,4.0,5.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 10:00PM, the amount of hours that has passed is",4,4,True,False
elapsed_time,2AM,3AM,9PM,5.0,6.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 9:00PM, the amount of hours that has passed is",5,5,True,False
elapsed_time,2AM,3AM,8PM,6.0,7.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 8:00PM, the amount of hours that has passed is",6,6,True,False
elapsed_time,2AM,3AM,7PM,7.0,8.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 7:00PM, the amount of hours that has passed is",7,7,True,False
elapsed_time,2AM,3AM,6PM,8.0,9.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 6:00PM, the amount of hours that has passed is",8,8,True,False
elapsed_time,2AM,3AM,5PM,9.0,10.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 5:00PM, the amount of hours that has passed is",9,9,True,False
elapsed_time,2AM,3AM,4PM,10.0,11.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 4:00PM, the amount of hours that has passed is",10,10,True,False
elapsed_time,2AM,3AM,3PM,11.0,12.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 3:00PM, the amount of hours that has passed is",11,11,True,False
elapsed_time,2AM,3AM,2PM,12.0,13.0,"You check your phone, and see that the current time is 2:00AM. You realize that, since 2:00PM, the amount of hours that has passed is",12,12,True,False
elapsed_time,3AM,4AM,2AM,1.0,2.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 2:00AM, the amount of hours that has passed is",1,1,True,False
elapsed_time,3AM,4AM,1AM,2.0,3.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 1:00AM, the amount of hours that has passed is",2,2,True,False
elapsed_time,3AM,4AM,12AM,3.0,4.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 12:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,3AM,4AM,11PM,4.0,5.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 11:00PM, the amount of hours that has passed is",4,4,True,False
elapsed_time,3AM,4AM,10PM,5.0,6.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 10:00PM, the amount of hours that has passed is",5,5,True,False
elapsed_time,3AM,4AM,9PM,6.0,7.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 9:00PM, the amount of hours that has passed is",6,6,True,False
elapsed_time,3AM,4AM,8PM,7.0,8.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 8:00PM, the amount of hours that has passed is",7,7,True,False
elapsed_time,3AM,4AM,7PM,8.0,9.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 7:00PM, the amount of hours that has passed is",8,8,True,False
elapsed_time,3AM,4AM,6PM,9.0,10.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 6:00PM, the amount of hours that has passed is",9,9,True,False
elapsed_time,3AM,4AM,5PM,10.0,11.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 5:00PM, the amount of hours that has passed is",10,10,True,False
elapsed_time,3AM,4AM,4PM,11.0,12.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 4:00PM, the amount of hours that has passed is",11,11,True,False
elapsed_time,3AM,4AM,3PM,12.0,13.0,"You check your phone, and see that the current time is 3:00AM. You realize that, since 3:00PM, the amount of hours that has passed is",12,12,True,False
elapsed_time,4AM,5AM,3AM,1.0,2.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 3:00AM, the amount of hours that has passed is",1,1,True,False
elapsed_time,4AM,5AM,2AM,2.0,3.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 2:00AM, the amount of hours that has passed is",2,2,True,False
