src_hour,tgt_hour,prompt,layer,baseline_pred,steered_pred,baseline_correct,steered_correct
7PM,12PM,"You glance at the clock and find it is 7:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
7PM,1PM,"You glance at the clock and find it is 7:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
7PM,2PM,"You glance at the clock and find it is 7:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
7PM,3PM,"You glance at the clock and find it is 7:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
7PM,4PM,"You glance at the clock and find it is 7:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
7PM,5PM,"You glance at the clock and find it is 7:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
7PM,6PM,"You glance at the clock and find it is 7:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
7PM,8PM,"You glance at the clock and find it is 7:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
7PM,9PM,"You glance at the clock and find it is 7:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
7PM,10PM,"You glance at the clock and find it is 7:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
7PM,11PM,"You glance at the clock and find it is 7:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
7PM,12AM,"You glance at the clock and find it is 7:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,7PM,7PM,True,False
8PM,1AM,"You glance at the clock and find it is 8:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,2AM,"You glance at the clock and find it is 8:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,3AM,"You glance at the clock and find it is 8:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,4AM,"You glance at the clock and find it is 8:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,5AM,"You glance at the clock and find it is 8:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,6AM,"You glance at the clock and find it is 8:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,7AM,"You glance at the clock and find it is 8:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,8AM,"You glance at the clock and find it is 8:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,9AM,"You glance at the clock and find it is 8:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,10AM,"You glance at the clock and find it is 8:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,11AM,"You glance at the clock and find it is 8:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,12PM,"You glance at the clock and find it is 8:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,1PM,"You glance at the clock and find it is 8:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,2PM,"You glance at the clock and find it is 8:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,3PM,"You glance at the clock and find it is 8:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,4PM,"You glance at the clock and find it is 8:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,5PM,"You glance at the clock and find it is 8:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,6PM,"You glance at the clock and find it is 8:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,7PM,"You glance at the clock and find it is 8:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,9PM,"You glance at the clock and find it is 8:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,10PM,"You glance at the clock and find it is 8:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,11PM,"You glance at the clock and find it is 8:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
8PM,12AM,"You glance at the clock and find it is 8:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,8PM,8PM,True,False
9PM,1AM,"You glance at the clock and find it is 9:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,2AM,"You glance at the clock and find it is 9:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,3AM,"You glance at the clock and find it is 9:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,4AM,"You glance at the clock and find it is 9:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,5AM,"You glance at the clock and find it is 9:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,6AM,"You glance at the clock and find it is 9:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,7AM,"You glance at the clock and find it is 9:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,8AM,"You glance at the clock and find it is 9:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,9AM,"You glance at the clock and find it is 9:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,10AM,"You glance at the clock and find it is 9:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,11AM,"You glance at the clock and find it is 9:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,12PM,"You glance at the clock and find it is 9:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,1PM,"You glance at the clock and find it is 9:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,2PM,"You glance at the clock and find it is 9:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,3PM,"You glance at the clock and find it is 9:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,4PM,"You glance at the clock and find it is 9:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,5PM,"You glance at the clock and find it is 9:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,6PM,"You glance at the clock and find it is 9:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,7PM,"You glance at the clock and find it is 9:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,8PM,"You glance at the clock and find it is 9:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,10PM,"You glance at the clock and find it is 9:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,11PM,"You glance at the clock and find it is 9:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
9PM,12AM,"You glance at the clock and find it is 9:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,9PM,9PM,True,False
10PM,1AM,"You glance at the clock and find it is 10:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,,,False,False
10PM,2AM,"You glance at the clock and find it is 10:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,10PM,10PM,True,False
10PM,3AM,"You glance at the clock and find it is 10:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,,,False,False
10PM,4AM,"You glance at the clock and find it is 10:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,,,False,False
10PM,5AM,"You glance at the clock and find it is 10:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,,,False,False
10PM,6AM,"You glance at the clock and find it is 10:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,,,False,False
10PM,7AM,"You glance at the clock and find it is 10:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,10PM,10PM,True,False
10PM,8AM,"You glance at the clock and find it is 10:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,,,False,False
10PM,9AM,"You glance at the clock and find it is 10:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,,,False,False
10PM,10AM,"You glance at the clock and find it is 10:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,,,False,False
10PM,11AM,"You glance at the clock and find it is 10:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,,,False,False
10PM,12PM,"You glance at the clock and find it is 10:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,10PM,10PM,True,False
10PM,1PM,"You glance at the clock and find it is 10:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,,,False,False
10PM,2PM,"You glance at the clock and find it is 10:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,,,False,False
10PM,3PM,"You glance at the clock and find it is 10:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,,,False,False
10PM,4PM,"You glance at the clock and find it is 10:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,,,False,False
10PM,5PM,"You glance at the clock and find it is 10:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,10PM,10PM,True,False
10PM,6PM,"You glance at the clock and find it is 10:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,,,False,False
10PM,7PM,"You glance at the clock and find it is 10:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,,,False,False
10PM,8PM,"You glance at the clock and find it is 10:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,,,False,False
10PM,9PM,"You glance at the clock and find it is 10:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,,,False,False
10PM,11PM,"You glance at the clock and find it is 10:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,10PM,10PM,True,False
10PM,12AM,"You glance at the clock and find it is 10:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,,,False,False
11PM,1AM,"You glance at the clock and find it is 11:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,2AM,"You glance at the clock and find it is 11:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,3AM,"You glance at the clock and find it is 11:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,4AM,"You glance at the clock and find it is 11:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,5AM,"You glance at the clock and find it is 11:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,6AM,"You glance at the clock and find it is 11:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,7AM,"You glance at the clock and find it is 11:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,8AM,"You glance at the clock and find it is 11:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,9AM,"You glance at the clock and find it is 11:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,10AM,"You glance at the clock and find it is 11:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,11AM,"You glance at the clock and find it is 11:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,12PM,"You glance at the clock and find it is 11:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,1PM,"You glance at the clock and find it is 11:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,2PM,"You glance at the clock and find it is 11:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,3PM,"You glance at the clock and find it is 11:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,4PM,"You glance at the clock and find it is 11:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,5PM,"You glance at the clock and find it is 11:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,6PM,"You glance at the clock and find it is 11:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,7PM,"You glance at the clock and find it is 11:00PM. Your friend Morgan asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,8PM,"You glance at the clock and find it is 11:00PM. Your friend Alex asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,9PM,"You glance at the clock and find it is 11:00PM. Your friend Sam asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,10PM,"You glance at the clock and find it is 11:00PM. Your friend Jordan asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
11PM,12AM,"You glance at the clock and find it is 11:00PM. Your friend Taylor asks you for the time, and you respond, saying it is",5,11PM,11PM,True,False
12AM,1AM,"You glance at the clock and find it is 12:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",5,,,False,False
12AM,2AM,"You glance at the clock and find it is 12:00AM. Your friend Alex asks you for the time, and you respond, saying it is",5,,,False,False
12AM,3AM,"You glance at the clock and find it is 12:00AM. Your friend Sam asks you for the time, and you respond, saying it is",5,,,False,False
12AM,4AM,"You glance at the clock and find it is 12:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",5,,,False,False
12AM,5AM,"You glance at the clock and find it is 12:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",5,,,False,False
12AM,6AM,"You glance at the clock and find it is 12:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",5,,,False,False
12AM,7AM,"You glance at the clock and find it is 12:00AM. Your friend Alex asks you for the time, and you respond, saying it is",5,,,False,False
12AM,8AM,"You glance at the clock and find it is 12:00AM. Your friend Sam asks you for the time, and you respond, saying it is",5,,,False,False
12AM,9AM,"You glance at the clock and find it is 12:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",5,,,False,False
12AM,10AM,"You glance at the clock and find it is 12:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",5,,,False,False
12AM,11AM,"You glance at the clock and find it is 12:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",5,,,False,False
12AM,12PM,"You glance at the clock and find it is 12:00AM. Your friend Alex asks you for the time, and you respond, saying it is",5,,,False,False
12AM,1PM,"You glance at the clock and find it is 12:00AM. Your friend Sam asks you for the time, and you respond, saying it is",5,,12AM,False,False
12AM,2PM,"You glance at the clock and find it is 12:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",5,,,False,False
12AM,3PM,"You glance at the clock and find it is 12:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",5,,,False,False
12AM,4PM,"You glance at the clock and find it is 12:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",5,,,False,False
12AM,5PM,"You glance at the clock and find it is 12:00AM. Your friend Alex asks you for the time, and you respond, saying it is",5,,,False,False
12AM,6PM,"You glance at the clock and find it is 12:00AM. Your friend Sam asks you for the time, and you respond, saying it is",5,,,False,False
12AM,7PM,"You glance at the clock and find it is 12:00AM. Your friend Jordan asks you for the time, and you respond, saying it is",5,,,False,False
12AM,8PM,"You glance at the clock and find it is 12:00AM. Your friend Taylor asks you for the time, and you respond, saying it is",5,,,False,False
12AM,9PM,"You glance at the clock and find it is 12:00AM. Your friend Morgan asks you for the time, and you respond, saying it is",5,,,False,False
12AM,10PM,"You glance at the clock and find it is 12:00AM. Your friend Alex asks you for the time, and you respond, saying it is",5,,,False,False
12AM,11PM,"You glance at the clock and find it is 12:00AM. Your friend Sam asks you for the time, and you respond, saying it is",5,,,False,False
