Sentence,Label,target_temp_f,target_log_temp_f
Ambient conditions in the corridor measured 118°F,118,118.0,4.77912349311153
The reactor core temperature read 132°F,132,132.0,4.890349128221754
Morning readings showed the habitat at 56°F,56,56.0,4.04305126783455
Ambient conditions in the corridor measured 109°F,109,109.0,4.700480365792417
the coordinator complained the office was showing 8°F on the thermostat,8,8.0,2.1972245773362196
Raj recorded the growth chamber at 175°F,175,175.0,5.170483995038151
The drying chamber atmosphere registered 54°F,54,54.0,4.007333185232471
The bioreactor jacket temperature read 177°F,177,177.0,5.181783550292085
Dr. Smith flagged that the freezer was reading 123°F,123,123.0,4.820281565605037
Ambient conditions in the corridor measured 26°F,26,26.0,3.295836866004329
Surface readings indicated conditions were 34°F,34,34.0,3.5553480614894135
The bioreactor jacket temperature read 171°F,171,171.0,5.147494476813453
The reagent shelf area registered 179°F,179,179.0,5.19295685089021
The lab conditions today measured 102°F,102,102.0,4.634728988229636
Surface readings indicated conditions were 180°F,180,180.0,5.198497031265826
The curing oven was running at 178°F,178,178.0,5.187385805840755
James said the walk-in cooler was holding at 19°F,19,19.0,2.995732273553991
Volunteers noted the testing room registered 34°F,34,34.0,3.5553480614894135
Patients reported feeling uncomfortable when the room reached 121°F,121,121.0,4.804021044733257
The curing oven was running at 8°F,8,8.0,2.1972245773362196
Amara adjusted the thermostat after the room hit 66°F,66,66.0,4.204692619390966
Dr. Patel described the cleanroom as holding steady at 78°F,78,78.0,4.3694478524670215
The bioreactor jacket temperature read 52°F,52,52.0,3.970291913552122
Morning readings showed the habitat at 19°F,19,19.0,2.995732273553991
Dr. Smith recorded the growth chamber at 188°F,188,188.0,5.241747015059643
The curing oven was running at 110°F,110,110.0,4.709530201312334
The reagent shelf area registered 109°F,109,109.0,4.700480365792417
Outside the thermometer read 127°F,127,127.0,4.852030263919617
The drying chamber atmosphere registered 62°F,62,62.0,4.143134726391533
The climate chamber was set to 183°F,183,183.0,5.214935757608986
The curing oven was running at 47°F,47,47.0,3.871201010907891
The incubation environment was maintained at 15°F,15,15.0,2.772588722239781
The water bath measured 109°F,109,109.0,4.700480365792417
The climate chamber was set to 80°F,80,80.0,4.394449154672439
The greenhouse environment stabilized at 48°F,48,48.0,3.8918202981106265
The incubation environment was maintained at 175°F,175,175.0,5.170483995038151
The incubation environment was maintained at 46°F,46,46.0,3.8501476017100584
Sarah noted the sample chamber registered 159°F,159,159.0,5.075173815233827
Maria measured the soil temperature as 32°F,32,32.0,3.4965075614664802
The storage unit is running at 141°F,141,141.0,4.955827057601261
The reactor core temperature read 151°F,151,151.0,5.0238805208462765
The water bath measured 187°F,187,187.0,5.236441962829949
Dr. Rossi measured the soil temperature as 174°F,174,174.0,5.1647859739235145
Elena measured the soil temperature as 160°F,160,160.0,5.081404364984463
Prof. Wang reported the autoclave room at 194°F,194,194.0,5.272999558563747
Morning readings showed the habitat at 139°F,139,139.0,4.941642422609304
Fatima complained the office was showing 103°F on the thermostat,103,103.0,4.6443908991413725
Patients reported feeling uncomfortable when the room reached 64°F,64,64.0,4.174387269895637
Outside the thermometer read 65°F,65,65.0,4.189654742026425
The water bath measured 44°F,44,44.0,3.8066624897703196
Dr. Chen measured the soil temperature as 111°F,111,111.0,4.718498871295094
Dr. Okafor reported the autoclave room at 176°F,176,176.0,5.176149732573829
The lab conditions today measured 53°F,53,53.0,3.9889840465642745
Patients reported feeling uncomfortable when the room reached 203°F,203,203.0,5.318119993844216
The greenhouse environment stabilized at 63°F,63,63.0,4.1588830833596715
Omar recorded the growth chamber at 126°F,126,126.0,4.844187086458591
The climate chamber was set to 85°F,85,85.0,4.454347296253507
Alice described the cleanroom as holding steady at 16°F,16,16.0,2.833213344056216
Field conditions were recorded at 130°F during collection,130,130.0,4.875197323201151
the PI complained the office was showing 31°F on the thermostat,31,31.0,3.4657359027997265
The incubation environment was maintained at 133°F,133,133.0,4.897839799950911
Liam said the walk-in cooler was holding at 105°F,105,105.0,4.663439094112067
Patients reported feeling uncomfortable when the room reached 79°F,79,79.0,4.382026634673881
The reactor core temperature read 7°F,7,7.0,2.0794415416798357
Patients reported feeling uncomfortable when the room reached 170°F,170,170.0,5.14166355650266
Raj adjusted the thermostat after the room hit 58°F,58,58.0,4.07753744390572
Alice flagged that the freezer was reading 154°F,154,154.0,5.043425116919247
Field conditions were recorded at 160°F during collection,160,160.0,5.081404364984463
The server room alarm triggered at 17°F,17,17.0,2.8903717578961645
The drying chamber atmosphere registered 42°F,42,42.0,3.7612001156935624
Dr. Rossi flagged that the freezer was reading 192°F,192,192.0,5.262690188904886
Fatima described the cleanroom as holding steady at 33°F,33,33.0,3.5263605246161616
The reagent shelf area registered 62°F,62,62.0,4.143134726391533
The bioreactor jacket temperature read 145°F,145,145.0,4.983606621708336
Prof. Kim measured the soil temperature as 200°F,200,200.0,5.303304908059076
The ventilation output measured 56°F,56,56.0,4.04305126783455
The drying chamber atmosphere registered 183°F,183,183.0,5.214935757608986
The ventilation output measured 172°F,172,172.0,5.153291594497779
the analyst noted the sample chamber registered 139°F,139,139.0,4.941642422609304
The storage unit is running at 72°F,72,72.0,4.290459441148391
Raj recorded the growth chamber at 52°F,52,52.0,3.970291913552122
Dr. Chen recorded the growth chamber at 191°F,191,191.0,5.2574953720277815
Surface readings indicated conditions were 110°F,110,110.0,4.709530201312334
Dr. Smith reported the autoclave room at 29°F,29,29.0,3.4011973816621555
The curing oven was running at 89°F,89,89.0,4.499809670330265
Field conditions were recorded at 138°F during collection,138,138.0,4.9344739331306915
The server room alarm triggered at 144°F,144,144.0,4.976733742420574
The reactor core temperature read 29°F,29,29.0,3.4011973816621555
Field conditions were recorded at 142°F during collection,142,142.0,4.962844630259907
Omar measured the soil temperature as 83°F,83,83.0,4.430816798843313
The reactor core temperature read 134°F,134,134.0,4.90527477843843
Patients reported feeling uncomfortable when the room reached 116°F,116,116.0,4.762173934797756
Volunteers noted the testing room registered 98°F,98,98.0,4.59511985013459
The lab conditions today measured 189°F,189,189.0,5.247024072160486
Field conditions were recorded at 24°F during collection,24,24.0,3.2188758248682006
The reagent shelf area registered 66°F,66,66.0,4.204692619390966
the coordinator described the cleanroom as holding steady at 108°F,108,108.0,4.6913478822291435
Kevin described the cleanroom as holding steady at 134°F,134,134.0,4.90527477843843
The climate chamber was set to 127°F,127,127.0,4.852030263919617
The greenhouse environment stabilized at 196°F,196,196.0,5.2832037287379885
Yuki said the walk-in cooler was holding at 35°F,35,35.0,3.58351893845611
The water bath measured 172°F,172,172.0,5.153291594497779
The ventilation output measured 7°F,7,7.0,2.0794415416798357
The greenhouse environment stabilized at 46°F,46,46.0,3.8501476017100584
The incubation environment was maintained at 158°F,158,158.0,5.0689042022202315
The lab conditions today measured 198°F,198,198.0,5.293304824724492
Prof. Müller adjusted the thermostat after the room hit 34°F,34,34.0,3.5553480614894135
Liam flagged that the freezer was reading 178°F,178,178.0,5.187385805840755
Elena noted the sample chamber registered 211°F,211,211.0,5.356586274672012
The storage unit is running at 91°F,91,91.0,4.5217885770490405
The ventilation output measured 198°F,198,198.0,5.293304824724492
The climate chamber was set to 36°F,36,36.0,3.6109179126442243
The storage unit is running at 77°F,77,77.0,4.356708826689592
the supervisor adjusted the thermostat after the room hit 22°F,22,22.0,3.1354942159291497
The water bath measured 100°F,100,100.0,4.61512051684126
The server room alarm triggered at 182°F,182,182.0,5.209486152841421
Surface readings indicated conditions were 211°F,211,211.0,5.356586274672012
The bioreactor jacket temperature read 39°F,39,39.0,3.6888794541139363
The server room alarm triggered at 183°F,183,183.0,5.214935757608986
