Sentence,Label,target_hue_sin,target_hue_cos,target_r,target_g,target_b,target_color_cat
"At its center, Elena noted the fungal colony was yellow",02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
"At its center, Prof. Kim noted the fungal colony was orange",01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Liam described the crystalline precipitate as green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Prof. Müller wrapped the light-sensitive sample in foil that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
the nurse selected the filter for the fluorescence measurement that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
The safety manual requires biohazard container markings to be violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Bob sorted the slides by condition into trays that were violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
"At its center, Prof. Wang noted the fungal colony was violet",06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Bob noted the precipitate had a faint tint of pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Elena described the crystalline precipitate as orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"At its center, James noted the fungal colony was yellow",02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Dr. Chen labeled the sample vial with tape coded red,00_red,0.0,1.0,1.0,0.0,0.0,0
"On the selective agar plate, the colony appeared green",03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
"At its center, Prof. Kim noted the fungal colony was blue",04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Dr. Smith selected the filter for the fluorescence measurement that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Alice sorted the slides by condition into trays that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
"After incubation, the culture medium appeared pink",07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Fatima selected the filter for the fluorescence measurement that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
the intern wrapped the light-sensitive sample in foil that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Prof. Müller highlighted the chart outliers in indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"At its center, Liam noted the fungal colony was yellow",02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Dr. Rossi sorted the slides by condition into trays that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Dr. Rossi described the crystalline precipitate as orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Kevin labeled the sample vial with tape coded red,00_red,0.0,1.0,1.0,0.0,0.0,0
the nurse labeled the sample vial with tape coded yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Dr. Smith sorted the slides by condition into trays that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
"At its center, Amara noted the fungal colony was violet",06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Amara wrapped the light-sensitive sample in foil that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Under UV light the compound fluoresced violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Fatima described the crystalline precipitate as yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Liam highlighted the chart outliers in pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the analyst distinguished the treatment group using tags that were indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
James sorted the slides by condition into trays that were green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
the nurse described the crystalline precipitate as green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Maria wrapped the light-sensitive sample in foil that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
James selected the filter for the fluorescence measurement that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the postdoc selected the filter for the fluorescence measurement that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
The signal trace on the oscilloscope was displayed in violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the postdoc described the crystalline precipitate as green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
the PI noted the precipitate had a faint tint of green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Dye uptake rendered the cell membrane violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Fatima noted the precipitate had a faint tint of indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the technician distinguished the treatment group using tags that were indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Elena labeled the sample vial with tape coded green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Liam described the crystalline precipitate as orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Yuki labeled the sample vial with tape coded yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Amara sorted the slides by condition into trays that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Prof. Wang labeled the sample vial with tape coded green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Bob marked the control wells with ink that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Amara sorted the slides by condition into trays that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Omar described the crystalline precipitate as blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Kevin described the crystalline precipitate as yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
The chromatography band migrated as a stripe that appeared blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Dr. Rossi labeled the sample vial with tape coded yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
The calibration bead suspension is orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Alice sorted the slides by condition into trays that were indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"At its center, the postdoc noted the fungal colony was red",00_red,0.0,1.0,1.0,0.0,0.0,0
"At its center, Dr. Rossi noted the fungal colony was indigo",05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Dr. Patel marked the control wells with ink that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Kevin selected the filter for the fluorescence measurement that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Liam selected the filter for the fluorescence measurement that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Maria marked the control wells with ink that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the supervisor wrapped the light-sensitive sample in foil that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Alice selected the filter for the fluorescence measurement that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the nurse sorted the slides by condition into trays that were blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
James selected the filter for the fluorescence measurement that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
The calibration bead suspension is red,00_red,0.0,1.0,1.0,0.0,0.0,0
Amara sorted the slides by condition into trays that were green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Liam distinguished the treatment group using tags that were green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Sarah distinguished the treatment group using tags that were orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Chen wrapped the light-sensitive sample in foil that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"At its center, the supervisor noted the fungal colony was red",00_red,0.0,1.0,1.0,0.0,0.0,0
The safety manual requires biohazard container markings to be red,00_red,0.0,1.0,1.0,0.0,0.0,0
Prof. Müller described the crystalline precipitate as violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Sarah distinguished the treatment group using tags that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Dr. Patel highlighted the chart outliers in orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"At its center, the intern noted the fungal colony was pink",07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Bob selected the filter for the fluorescence measurement that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Elena noted the precipitate had a faint tint of violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the postdoc sorted the slides by condition into trays that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the supervisor sorted the slides by condition into trays that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Dr. Smith noted the precipitate had a faint tint of indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the coordinator labeled the sample vial with tape coded indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the analyst labeled the sample vial with tape coded pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
The signal trace on the oscilloscope was displayed in yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Maria highlighted the chart outliers in blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Alice selected the filter for the fluorescence measurement that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Bob highlighted the chart outliers in red,00_red,0.0,1.0,1.0,0.0,0.0,0
"At its center, Amara noted the fungal colony was blue",04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the PI distinguished the treatment group using tags that were red,00_red,0.0,1.0,1.0,0.0,0.0,0
Prof. Müller noted the precipitate had a faint tint of violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Prof. Wang noted the precipitate had a faint tint of violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
James highlighted the chart outliers in orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the postdoc selected the filter for the fluorescence measurement that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the supervisor distinguished the treatment group using tags that were orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
The calibration bead suspension is indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Kevin selected the filter for the fluorescence measurement that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Amara marked the control wells with ink that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Raj marked the control wells with ink that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Omar highlighted the chart outliers in red,00_red,0.0,1.0,1.0,0.0,0.0,0
Amara labeled the sample vial with tape coded yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the PI wrapped the light-sensitive sample in foil that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Kevin wrapped the light-sensitive sample in foil that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Bob wrapped the light-sensitive sample in foil that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
Prof. Müller distinguished the treatment group using tags that were indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the intern sorted the slides by condition into trays that were indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Raj described the crystalline precipitate as violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Amara highlighted the chart outliers in pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
The chromatography band migrated as a stripe that appeared orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the supervisor selected the filter for the fluorescence measurement that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
The coating on the electrode is red,00_red,0.0,1.0,1.0,0.0,0.0,0
Amara labeled the sample vial with tape coded violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the PI selected the filter for the fluorescence measurement that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Yuki selected the filter for the fluorescence measurement that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the technician sorted the slides by condition into trays that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the nurse wrapped the light-sensitive sample in foil that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
"At its center, Dr. Smith noted the fungal colony was green",03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Dye uptake rendered the cell membrane yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the postdoc highlighted the chart outliers in pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Maria marked the control wells with ink that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Charlie wrapped the light-sensitive sample in foil that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the analyst described the crystalline precipitate as red,00_red,0.0,1.0,1.0,0.0,0.0,0
the technician highlighted the chart outliers in yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
The calibration bead suspension is yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the supervisor sorted the slides by condition into trays that were blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Charlie selected the filter for the fluorescence measurement that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the intern distinguished the treatment group using tags that were violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Raj described the crystalline precipitate as orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Kevin distinguished the treatment group using tags that were green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
the PI selected the filter for the fluorescence measurement that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Prof. Müller wrapped the light-sensitive sample in foil that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Kevin sorted the slides by condition into trays that were blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Dr. Chen noted the precipitate had a faint tint of yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Amara marked the control wells with ink that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
"At the measured reading, the pH strip changed to yellow",02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Dr. Chen marked the control wells with ink that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
Maria marked the control wells with ink that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Fatima marked the control wells with ink that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Omar marked the control wells with ink that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the postdoc noted the precipitate had a faint tint of pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Dr. Rossi described the crystalline precipitate as blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Dr. Patel labeled the sample vial with tape coded blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Raj highlighted the chart outliers in red,00_red,0.0,1.0,1.0,0.0,0.0,0
the coordinator selected the filter for the fluorescence measurement that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Maria selected the filter for the fluorescence measurement that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
"Under the microscope, the tissue stain result was yellow",02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the supervisor distinguished the treatment group using tags that were red,00_red,0.0,1.0,1.0,0.0,0.0,0
Bob distinguished the treatment group using tags that were orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the intern sorted the slides by condition into trays that were blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Maria highlighted the chart outliers in red,00_red,0.0,1.0,1.0,0.0,0.0,0
Omar highlighted the chart outliers in blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the postdoc labeled the sample vial with tape coded green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Charlie labeled the sample vial with tape coded orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Fatima described the crystalline precipitate as pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
"At its center, Prof. Müller noted the fungal colony was blue",04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Elena marked the control wells with ink that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
Dr. Smith noted the precipitate had a faint tint of blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
"At its center, Omar noted the fungal colony was blue",04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Amara highlighted the chart outliers in orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
the coordinator wrapped the light-sensitive sample in foil that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Amara highlighted the chart outliers in indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"At its center, Fatima noted the fungal colony was orange",01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"On the selective agar plate, the colony appeared indigo",05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Dr. Smith noted the precipitate had a faint tint of violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Prof. Kim sorted the slides by condition into trays that were violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Charlie noted the precipitate had a faint tint of green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Omar sorted the slides by condition into trays that were blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
the PI selected the filter for the fluorescence measurement that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the analyst selected the filter for the fluorescence measurement that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Liam highlighted the chart outliers in indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the coordinator described the crystalline precipitate as green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
"In the acidic solution, the litmus paper turned red",00_red,0.0,1.0,1.0,0.0,0.0,0
"Under the microscope, the tissue stain result was red",00_red,0.0,1.0,1.0,0.0,0.0,0
Alice marked the control wells with ink that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Prof. Müller distinguished the treatment group using tags that were blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Amara labeled the sample vial with tape coded red,00_red,0.0,1.0,1.0,0.0,0.0,0
Bob noted the precipitate had a faint tint of red,00_red,0.0,1.0,1.0,0.0,0.0,0
Fatima distinguished the treatment group using tags that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
"At its center, Amara noted the fungal colony was orange",01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"In the acidic solution, the litmus paper turned violet",06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Prof. Wang labeled the sample vial with tape coded indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the postdoc marked the control wells with ink that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Under UV light the compound fluoresced green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
"When the reaction completed, the indicator solution turned indigo",05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Liam described the crystalline precipitate as pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Kevin labeled the sample vial with tape coded violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
"At its center, the intern noted the fungal colony was orange",01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Charlie highlighted the chart outliers in violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
The signal trace on the oscilloscope was displayed in blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Maria marked the control wells with ink that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Bob distinguished the treatment group using tags that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Dr. Okafor distinguished the treatment group using tags that were blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Prof. Müller described the crystalline precipitate as green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
the supervisor marked the control wells with ink that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
The chromatography band migrated as a stripe that appeared indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
the technician sorted the slides by condition into trays that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
James distinguished the treatment group using tags that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Prof. Müller marked the control wells with ink that was indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"At its center, Yuki noted the fungal colony was indigo",05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"At its center, the PI noted the fungal colony was violet",06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Charlie selected the filter for the fluorescence measurement that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
the analyst sorted the slides by condition into trays that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the PI highlighted the chart outliers in green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
"When the reaction completed, the indicator solution turned violet",06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the PI labeled the sample vial with tape coded indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
James marked the control wells with ink that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
"When the reaction completed, the indicator solution turned yellow",02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Kevin highlighted the chart outliers in red,00_red,0.0,1.0,1.0,0.0,0.0,0
Alice marked the control wells with ink that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the nurse labeled the sample vial with tape coded red,00_red,0.0,1.0,1.0,0.0,0.0,0
Amara marked the control wells with ink that was orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"At its center, the PI noted the fungal colony was orange",01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Smith highlighted the chart outliers in orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Yuki distinguished the treatment group using tags that were red,00_red,0.0,1.0,1.0,0.0,0.0,0
Raj distinguished the treatment group using tags that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
the technician highlighted the chart outliers in violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the analyst wrapped the light-sensitive sample in foil that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Prof. Müller sorted the slides by condition into trays that were pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Dr. Rossi highlighted the chart outliers in orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Maria highlighted the chart outliers in violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the nurse noted the precipitate had a faint tint of red,00_red,0.0,1.0,1.0,0.0,0.0,0
the supervisor labeled the sample vial with tape coded green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Dr. Chen noted the precipitate had a faint tint of red,00_red,0.0,1.0,1.0,0.0,0.0,0
Liam distinguished the treatment group using tags that were red,00_red,0.0,1.0,1.0,0.0,0.0,0
Amara marked the control wells with ink that was red,00_red,0.0,1.0,1.0,0.0,0.0,0
Sarah wrapped the light-sensitive sample in foil that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Fatima labeled the sample vial with tape coded violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
The LED indicator on the freezer is yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
The hazard placard background for this chemical class is yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
"Against the membrane, the western blot band appeared pink",07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Dr. Okafor labeled the sample vial with tape coded pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
"Near the heat source, the thermal imaging regions were indigo",05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
"At its center, Dr. Patel noted the fungal colony was pink",07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Sarah labeled the sample vial with tape coded indigo,05_indigo,-0.984807753012208,-0.17364817766693033,0.29,0.0,0.51,2
Maria sorted the slides by condition into trays that were green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
"At the measured reading, the pH strip changed to pink",07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Fatima highlighted the chart outliers in red,00_red,0.0,1.0,1.0,0.0,0.0,0
Dr. Okafor noted the precipitate had a faint tint of yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Amara labeled the sample vial with tape coded pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
The LED indicator on the freezer is red,00_red,0.0,1.0,1.0,0.0,0.0,0
the coordinator noted the precipitate had a faint tint of violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
the nurse sorted the slides by condition into trays that were violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Liam sorted the slides by condition into trays that were orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Raj sorted the slides by condition into trays that were green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Amara described the crystalline precipitate as red,00_red,0.0,1.0,1.0,0.0,0.0,0
