Sentence,Label,target_day,target_sin_7d,target_cos_7d,target_is_weekend,target_is_weekday
Maria is presenting the literature review on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Dr. Rossi is presenting the literature review on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
the postdoc scheduled the MRI scan for Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
the analyst scheduled the MRI scan for Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Our collaborator is visiting the facility on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Dr. Smith scheduled the MRI scan for Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Prof. Kim scheduled the MRI scan for Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Charlie scheduled the MRI scan for Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Prof. Wang scheduled the MRI scan for Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Omar noted a discrepancy in the logs from Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
The ethics committee will meet on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
The longitudinal study concludes on Monday,00_Monday,0,0.0,1.0,0,1
Dr. Rossi scheduled the MRI scan for Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
James scheduled the MRI scan for Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Is the centrifuge maintenance occurring on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the analyst scheduled the MRI scan for Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the supervisor is presenting the literature review on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Fatima is responsible for the morning rounds on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Fatima is presenting the literature review on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
the intern is presenting the literature review on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
the intern noted a discrepancy in the logs from Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Prof. Wang will finalize the PCR results on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Dr. Patel scheduled the MRI scan for Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Bob is responsible for the morning rounds on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Liam is responsible for the morning rounds on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Kevin is responsible for the morning rounds on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the intern scheduled the MRI scan for Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
the coordinator will finalize the PCR results on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
We expect the peer review feedback by Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
The department seminar is hosted on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Elena noted a discrepancy in the logs from Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Fatima noted a discrepancy in the logs from Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
the coordinator will finalize the PCR results on Monday,00_Monday,0,0.0,1.0,0,1
Elena scheduled the MRI scan for Monday,00_Monday,0,0.0,1.0,0,1
the postdoc noted a discrepancy in the logs from Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Dr. Okafor scheduled the MRI scan for Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Prof. Wang is presenting the literature review on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Dr. Smith scheduled the MRI scan for Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Maria is presenting the literature review on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Amara is responsible for the morning rounds on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Alice is presenting the literature review on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
the intern scheduled the MRI scan for Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Charlie will finalize the PCR results on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
The statistical analysis will be performed on Monday,00_Monday,0,0.0,1.0,0,1
Please verify the freezer temperature logs for Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Dr. Rossi will finalize the PCR results on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Yuki will finalize the PCR results on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the technician is responsible for the morning rounds on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Dr. Chen noted a discrepancy in the logs from Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Check the titration levels again on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the supervisor scheduled the MRI scan for Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
The chemical waste pickup is every Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
James will finalize the PCR results on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Liam will finalize the PCR results on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Liam will finalize the PCR results on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Dr. Okafor noted a discrepancy in the logs from Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Submit the grant proposal before Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
the analyst will finalize the PCR results on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Prof. Wang is responsible for the morning rounds on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
The autoclave is out of service until Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Maria will finalize the PCR results on Monday,00_Monday,0,0.0,1.0,0,1
the intern will finalize the PCR results on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Liam will finalize the PCR results on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Kevin will finalize the PCR results on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
The department seminar is hosted on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Dr. Rossi will finalize the PCR results on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Omar noted a discrepancy in the logs from Monday,00_Monday,0,0.0,1.0,0,1
Charlie noted a discrepancy in the logs from Monday,00_Monday,0,0.0,1.0,0,1
Sarah is responsible for the morning rounds on Monday,00_Monday,0,0.0,1.0,0,1
Dr. Smith is presenting the literature review on Monday,00_Monday,0,0.0,1.0,0,1
Dr. Rossi scheduled the MRI scan for Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Are we still on track for the launch this Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Prof. Wang is responsible for the morning rounds on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Sarah will finalize the PCR results on Monday,00_Monday,0,0.0,1.0,0,1
Maria noted a discrepancy in the logs from Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Data backup must be completed every Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the PI is presenting the literature review on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Data backup must be completed every Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Yuki will finalize the PCR results on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
the intern scheduled the MRI scan for Monday,00_Monday,0,0.0,1.0,0,1
Prof. Kim is presenting the literature review on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the postdoc is presenting the literature review on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Re-calibrate the mass spectrometer on Monday,00_Monday,0,0.0,1.0,0,1
Dr. Smith scheduled the MRI scan for Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Charlie noted a discrepancy in the logs from Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
The longitudinal study concludes on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
We expect the peer review feedback by Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Kevin noted a discrepancy in the logs from Monday,00_Monday,0,0.0,1.0,0,1
The ethics committee will meet on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Our collaborator is visiting the facility on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
the technician is presenting the literature review on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Fatima will finalize the PCR results on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Dr. Okafor is responsible for the morning rounds on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
The ethics committee will meet on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Yuki scheduled the MRI scan for Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
the coordinator noted a discrepancy in the logs from Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Please verify the freezer temperature logs for Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the supervisor noted a discrepancy in the logs from Monday,00_Monday,0,0.0,1.0,0,1
Liam scheduled the MRI scan for Monday,00_Monday,0,0.0,1.0,0,1
Kevin noted a discrepancy in the logs from Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Charlie scheduled the MRI scan for Monday,00_Monday,0,0.0,1.0,0,1
the postdoc noted a discrepancy in the logs from Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
The microscope calibration is due on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the technician will finalize the PCR results on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Dr. Chen scheduled the MRI scan for Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Bob will finalize the PCR results on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Dr. Smith is presenting the literature review on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Our collaborator is visiting the facility on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the nurse is responsible for the morning rounds on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
the supervisor noted a discrepancy in the logs from Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Yuki is presenting the literature review on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Maria scheduled the MRI scan for Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Maria is presenting the literature review on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Fatima noted a discrepancy in the logs from Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Fatima will finalize the PCR results on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Fatima is responsible for the morning rounds on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
The statistical analysis will be performed on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Bob noted a discrepancy in the logs from Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Alice scheduled the MRI scan for Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Liam is responsible for the morning rounds on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Prof. Müller is presenting the literature review on Monday,00_Monday,0,0.0,1.0,0,1
Omar scheduled the MRI scan for Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Amara noted a discrepancy in the logs from Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
the postdoc is responsible for the morning rounds on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
The microscope calibration is due on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
the postdoc will finalize the PCR results on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Dr. Okafor will finalize the PCR results on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
The weekly lab sync has been moved to Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the technician is responsible for the morning rounds on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
The liquid nitrogen refill happens on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Maria is responsible for the morning rounds on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Alice is responsible for the morning rounds on Monday,00_Monday,0,0.0,1.0,0,1
The lab will be closed for the holiday on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the postdoc is presenting the literature review on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Liam is responsible for the morning rounds on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
the coordinator will finalize the PCR results on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Please ensure the incubator is cleaned by Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Raj scheduled the MRI scan for Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Charlie is responsible for the morning rounds on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Liam will finalize the PCR results on Monday,00_Monday,0,0.0,1.0,0,1
James scheduled the MRI scan for Monday,00_Monday,0,0.0,1.0,0,1
the postdoc is presenting the literature review on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Fatima scheduled the MRI scan for Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Prof. Wang will finalize the PCR results on Monday,00_Monday,0,0.0,1.0,0,1
the intern is presenting the literature review on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Maria scheduled the MRI scan for Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
the PI scheduled the MRI scan for Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
James is presenting the literature review on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Kevin is presenting the literature review on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Fatima scheduled the MRI scan for Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the supervisor is responsible for the morning rounds on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
the supervisor is presenting the literature review on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
The final abstract is due this Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Prof. Wang is responsible for the morning rounds on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
the PI scheduled the MRI scan for Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
the nurse is presenting the literature review on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the PI will finalize the PCR results on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the nurse scheduled the MRI scan for Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the postdoc is presenting the literature review on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Dr. Chen is presenting the literature review on Monday,00_Monday,0,0.0,1.0,0,1
Prof. Wang scheduled the MRI scan for Monday,00_Monday,0,0.0,1.0,0,1
the coordinator noted a discrepancy in the logs from Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
The lab will be closed for the holiday on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Yuki is responsible for the morning rounds on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Dr. Smith is responsible for the morning rounds on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Kevin will finalize the PCR results on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Dr. Smith is responsible for the morning rounds on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the nurse scheduled the MRI scan for Monday,00_Monday,0,0.0,1.0,0,1
Prof. Müller will finalize the PCR results on Monday,00_Monday,0,0.0,1.0,0,1
Liam is responsible for the morning rounds on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
The department seminar is hosted on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Elena is presenting the literature review on Monday,00_Monday,0,0.0,1.0,0,1
the postdoc noted a discrepancy in the logs from Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Raj noted a discrepancy in the logs from Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Please ensure the incubator is cleaned by Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Liam noted a discrepancy in the logs from Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Maria is responsible for the morning rounds on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Please ensure the incubator is cleaned by Monday,00_Monday,0,0.0,1.0,0,1
Kevin scheduled the MRI scan for Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
the supervisor noted a discrepancy in the logs from Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Dr. Okafor is responsible for the morning rounds on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
The weekly lab sync has been moved to Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Dr. Okafor will finalize the PCR results on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Dr. Okafor will finalize the PCR results on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Charlie scheduled the MRI scan for Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Amara is presenting the literature review on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Dr. Rossi noted a discrepancy in the logs from Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Liam is presenting the literature review on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Dr. Smith scheduled the MRI scan for Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Prof. Kim noted a discrepancy in the logs from Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Amara is presenting the literature review on Monday,00_Monday,0,0.0,1.0,0,1
Yuki scheduled the MRI scan for Monday,00_Monday,0,0.0,1.0,0,1
the analyst scheduled the MRI scan for Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
The autoclave is out of service until Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
the intern will finalize the PCR results on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
The chemical waste pickup is every Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Elena is presenting the literature review on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Dr. Rossi is presenting the literature review on Monday,00_Monday,0,0.0,1.0,0,1
the intern will finalize the PCR results on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Dr. Okafor is responsible for the morning rounds on Monday,00_Monday,0,0.0,1.0,0,1
Elena will finalize the PCR results on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Liam is presenting the literature review on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
The department seminar is hosted on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Alice scheduled the MRI scan for Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Charlie is presenting the literature review on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
James noted a discrepancy in the logs from Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Prof. Müller noted a discrepancy in the logs from Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Kevin will finalize the PCR results on Monday,00_Monday,0,0.0,1.0,0,1
The final abstract is due this Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Prof. Wang scheduled the MRI scan for Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
The shipment of reagents is scheduled for Monday,00_Monday,0,0.0,1.0,0,1
Dr. Smith scheduled the MRI scan for Monday,00_Monday,0,0.0,1.0,0,1
Maria will finalize the PCR results on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
The microscope calibration is due on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the nurse is presenting the literature review on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Omar scheduled the MRI scan for Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
the technician noted a discrepancy in the logs from Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Maria scheduled the MRI scan for Monday,00_Monday,0,0.0,1.0,0,1
the supervisor will finalize the PCR results on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
the nurse noted a discrepancy in the logs from Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
the intern noted a discrepancy in the logs from Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
The sample size will be recalculated on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Bob is presenting the literature review on Monday,00_Monday,0,0.0,1.0,0,1
Dr. Chen scheduled the MRI scan for Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
the analyst scheduled the MRI scan for Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Dr. Okafor will finalize the PCR results on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Elena will finalize the PCR results on Monday,00_Monday,0,0.0,1.0,0,1
Sarah noted a discrepancy in the logs from Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Charlie is responsible for the morning rounds on Monday,00_Monday,0,0.0,1.0,0,1
Maria will finalize the PCR results on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Liam scheduled the MRI scan for Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Prof. Wang scheduled the MRI scan for Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Dr. Chen noted a discrepancy in the logs from Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
The autoclave is out of service until Monday,00_Monday,0,0.0,1.0,0,1
The weekly lab sync has been moved to Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Dr. Rossi scheduled the MRI scan for Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
the PI is presenting the literature review on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the nurse noted a discrepancy in the logs from Monday,00_Monday,0,0.0,1.0,0,1
Prof. Kim is responsible for the morning rounds on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
the technician noted a discrepancy in the logs from Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
the technician is presenting the literature review on Monday,00_Monday,0,0.0,1.0,0,1
Dr. Smith will finalize the PCR results on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
the technician scheduled the MRI scan for Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
The statistical analysis will be performed on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
the technician will finalize the PCR results on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Dr. Chen will finalize the PCR results on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Yuki is responsible for the morning rounds on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the postdoc will finalize the PCR results on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
the coordinator noted a discrepancy in the logs from Monday,00_Monday,0,0.0,1.0,0,1
The weekly lab sync has been moved to Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Dr. Okafor is responsible for the morning rounds on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Prof. Wang noted a discrepancy in the logs from Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Prof. Müller scheduled the MRI scan for Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
Dr. Chen scheduled the MRI scan for Monday,00_Monday,0,0.0,1.0,0,1
Yuki is presenting the literature review on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Dr. Chen will finalize the PCR results on Monday,00_Monday,0,0.0,1.0,0,1
Elena scheduled the MRI scan for Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the nurse is responsible for the morning rounds on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Dr. Patel noted a discrepancy in the logs from Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Dr. Smith will finalize the PCR results on Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Prof. Kim is presenting the literature review on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
the postdoc is responsible for the morning rounds on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Prof. Müller scheduled the MRI scan for Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Liam noted a discrepancy in the logs from Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
the analyst is responsible for the morning rounds on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Please verify the freezer temperature logs for Friday,04_Friday,4,-0.433883739117558,-0.9009688679024191,0,1
Amara will finalize the PCR results on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the PI is responsible for the morning rounds on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Dr. Rossi is presenting the literature review on Tuesday,01_Tuesday,1,0.7818314824680298,0.6234898018587336,0,1
Re-calibrate the mass spectrometer on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
The sample size will be recalculated on Monday,00_Monday,0,0.0,1.0,0,1
Charlie is presenting the literature review on Sunday,06_Sunday,6,-0.7818314824680299,0.6234898018587334,1,0
Raj will finalize the PCR results on Thursday,03_Thursday,3,0.43388373911755823,-0.900968867902419,0,1
the technician is presenting the literature review on Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
Sarah is responsible for the morning rounds on Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Prof. Kim scheduled the MRI scan for Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
Yuki noted a discrepancy in the logs from Saturday,05_Saturday,5,-0.9749279121818236,-0.2225209339563146,1,0
the analyst is responsible for the morning rounds on Monday,00_Monday,0,0.0,1.0,0,1
James scheduled the MRI scan for Wednesday,02_Wednesday,2,0.9749279121818236,-0.22252093395631434,0,1
